2025-11-12 21:06:25,663 | DEBUG | dictator.logging_setup | Logging initialized in logs\run-20251112-210625
2025-11-12 21:06:25,663 | INFO | DictatorService | Logging initialized (run_dir=logs\run-20251112-210625, structured=True)
2025-11-12 21:06:25,663 | DEBUG | DictatorService.ThreadMonitor | Thread monitor enabled (interval=30.0s)
2025-11-12 21:06:25,663 | DEBUG | DictatorService.ThreadMonitor | Starting thread monitor (interval=30.0s)
2025-11-12 21:06:25,694 | INFO | DictatorService | 🎙️ Dictator Service initializing...
2025-11-12 21:06:25,694 | INFO | DictatorService.ThreadMonitor | Thread snapshot: total=46, top=[{'id': 30432, 'name': 'MainThread', 'cpu_ms': 12093.75}, {'id': 13732, 'name': 'unknown', 'cpu_ms': 1593.75}, {'id': 34388, 'name': 'asyncio_0', 'cpu_ms': 734.38}, {'id': 35900, 'name': 'unknown', 'cpu_ms': 562.5}, {'id': 23272, 'name': 'unknown', 'cpu_ms': 562.5}]
2025-11-12 21:06:25,695 | INFO | DictatorService | 📦 Loading Whisper model 'large-v3' on cuda...
2025-11-12 21:06:25,695 | INFO | DictatorService |    Using faster-whisper with compute_type=float16
2025-11-12 21:06:25,696 | DEBUG | httpcore.connection | close.started
2025-11-12 21:06:25,696 | DEBUG | httpcore.connection | close.complete
2025-11-12 21:06:25,696 | DEBUG | httpcore.connection | connect_tcp.started host='huggingface.co' port=443 local_address=None timeout=None socket_options=None
2025-11-12 21:06:25,702 | DEBUG | httpcore.connection | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x000002B4D4412450>
2025-11-12 21:06:25,702 | DEBUG | httpcore.connection | start_tls.started ssl_context=<ssl.SSLContext object at 0x000002B4D2F6B070> server_hostname='huggingface.co' timeout=None
2025-11-12 21:06:25,709 | DEBUG | httpcore.connection | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x000002B4D4411F50>
2025-11-12 21:06:25,709 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'GET']>
2025-11-12 21:06:25,710 | DEBUG | httpcore.http11 | send_request_headers.complete
2025-11-12 21:06:25,710 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'GET']>
2025-11-12 21:06:25,710 | DEBUG | httpcore.http11 | send_request_body.complete
2025-11-12 21:06:25,710 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'GET']>
2025-11-12 21:06:25,845 | DEBUG | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Content-Length', b'4600'), (b'Connection', b'keep-alive'), (b'Date', b'Thu, 13 Nov 2025 00:06:25 GMT'), (b'ETag', b'W/"11f8-OdbdQ9ef6Cr/xpj0m27tBd+pzac"'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-69152101-38e4d23d3a9df0cc74381547;5d51a594-533f-434b-9ec8-1e348b618f9d'), (b'RateLimit', b'"api";r=496;t=54'), (b'RateLimit-Policy', b'"fixed window";"api";q=500;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Cache', b'Miss from cloudfront'), (b'Via', b'1.1 d8dc5b9cc653c7adcc3e58a56d490bf0.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'GIG52-P2'), (b'X-Amz-Cf-Id', b'5AQJTAt8PldBt2H9hs70n_mEVFOw-sBrB8yHhYFE8TZwy35mbUaAbw==')])
2025-11-12 21:06:25,846 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/Systran/faster-whisper-large-v3/revision/main "HTTP/1.1 200 OK"
2025-11-12 21:06:25,846 | DEBUG | httpcore.http11 | receive_response_body.started request=<Request [b'GET']>
2025-11-12 21:06:25,846 | DEBUG | httpcore.http11 | receive_response_body.complete
2025-11-12 21:06:25,847 | DEBUG | httpcore.http11 | response_closed.started
2025-11-12 21:06:25,847 | DEBUG | httpcore.http11 | response_closed.complete
2025-11-12 21:06:26,127 | INFO | KokoroTTS | ✅ Speech completed
2025-11-12 21:06:27,842 | INFO | DictatorService | ✅ Model 'large-v3' loaded successfully on cuda!
2025-11-12 21:06:27,842 | INFO | DictatorService | 🎮 Using GPU: NVIDIA GeForce RTX 5080 (15.9 GB VRAM)
2025-11-12 21:06:27,843 | INFO | DictatorService | 🎤 Loading TTS engine...
