2025-11-12 21:16:25,081 | DEBUG | dictator.logging_setup | Logging initialized in logs\run-20251112-211625
2025-11-12 21:16:25,081 | INFO | DictatorService | Logging initialized (run_dir=logs\run-20251112-211625, structured=True)
2025-11-12 21:16:25,081 | DEBUG | DictatorService.ThreadMonitor | Thread monitor enabled (interval=30.0s)
2025-11-12 21:16:25,082 | DEBUG | DictatorService.ThreadMonitor | Starting thread monitor (interval=30.0s)
2025-11-12 21:16:25,112 | INFO | DictatorService | 🎙️ Dictator Service initializing...
2025-11-12 21:16:25,113 | INFO | DictatorService.ThreadMonitor | Thread snapshot: total=24, top=[{'id': 11076, 'name': 'MainThread', 'cpu_ms': 1312.5}, {'id': 38620, 'name': 'unknown', 'cpu_ms': 46.88}, {'id': 19308, 'name': 'unknown', 'cpu_ms': 31.25}, {'id': 28260, 'name': 'ThreadMonitor', 'cpu_ms': 31.25}, {'id': 22696, 'name': 'unknown', 'cpu_ms': 15.62}]
2025-11-12 21:16:25,113 | INFO | DictatorService | 📦 Loading Whisper model 'large-v3' on cuda...
2025-11-12 21:16:25,114 | INFO | DictatorService |    Using faster-whisper with compute_type=float16
2025-11-12 21:16:25,353 | DEBUG | httpcore.connection | connect_tcp.started host='huggingface.co' port=443 local_address=None timeout=None socket_options=None
2025-11-12 21:16:25,371 | DEBUG | httpcore.connection | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x00000206A3ADCD70>
2025-11-12 21:16:25,371 | DEBUG | httpcore.connection | start_tls.started ssl_context=<ssl.SSLContext object at 0x00000206A2627250> server_hostname='huggingface.co' timeout=None
2025-11-12 21:16:25,376 | DEBUG | httpcore.connection | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x00000206A39B3250>
2025-11-12 21:16:25,376 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'GET']>
2025-11-12 21:16:25,376 | DEBUG | httpcore.http11 | send_request_headers.complete
2025-11-12 21:16:25,376 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'GET']>
2025-11-12 21:16:25,377 | DEBUG | httpcore.http11 | send_request_body.complete
2025-11-12 21:16:25,377 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'GET']>
2025-11-12 21:16:25,512 | DEBUG | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Content-Length', b'4600'), (b'Connection', b'keep-alive'), (b'Date', b'Thu, 13 Nov 2025 00:16:25 GMT'), (b'ETag', b'W/"11f8-OdbdQ9ef6Cr/xpj0m27tBd+pzac"'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-69152359-35650deb048962f872a0b3a6;a99d31bb-aeb6-4c03-a5c0-acc59bab53b3'), (b'RateLimit', b'"api";r=499;t=54'), (b'RateLimit-Policy', b'"fixed window";"api";q=500;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Cache', b'Miss from cloudfront'), (b'Via', b'1.1 cf939d138097957daca356f5a921c090.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'GIG52-P2'), (b'X-Amz-Cf-Id', b'GNsAPo_pNHTyDiMMT5Ac1zX8xfFTO6t38PdZESYKV_eRzL_4Lf3YQw==')])
2025-11-12 21:16:25,513 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/Systran/faster-whisper-large-v3/revision/main "HTTP/1.1 200 OK"
2025-11-12 21:16:25,514 | DEBUG | httpcore.http11 | receive_response_body.started request=<Request [b'GET']>
2025-11-12 21:16:25,514 | DEBUG | httpcore.http11 | receive_response_body.complete
2025-11-12 21:16:25,514 | DEBUG | httpcore.http11 | response_closed.started
2025-11-12 21:16:25,514 | DEBUG | httpcore.http11 | response_closed.complete
2025-11-12 21:16:27,337 | INFO | DictatorService | ✅ Model 'large-v3' loaded successfully on cuda!
2025-11-12 21:16:27,351 | INFO | DictatorService | 🎮 Using GPU: NVIDIA GeForce RTX 5080 (15.9 GB VRAM)
2025-11-12 21:16:27,351 | INFO | DictatorService | 🎤 Loading TTS engine...
2025-11-12 21:16:27,351 | INFO | KokoroTTS | 🎤 Loading Kokoro TTS (model=kokoro-v1.0.onnx)...
